file,original,translation
"movements_translations_1.json","6) (B4) 신분당선 신논현 방면 승강장으로 이동","6) (B4) 신분당선 신논현  direction platformto move"
"movements_translations_1.json","5) 신분당선 양재 방면 엘리베이터 탑승","5) 신분당선 양재  direction elevator board"
"movements_translations_1.json","6) (B4) 신분당선 양재 방면 승강장으로 이동","6) (B4) 신분당선 양재  direction platformto move"
"movements_translations_1.json","3) 서초 방면 엘리베이터 앞 표 내는 곳 통과","3) Seocho  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","3) 2호선 대합실 방향 휠체어리프트 탑승","3) 2Line  concourse direction 휠체어리프트 board"
"movements_translations_1.json","5) 강남 방면 엘리베이터 앞 표 내는 곳 통과","5) Gangnam  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","5) 서초 방면 엘리베이터 앞 표 내는 곳 통과","5) Seocho  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","4) 3호선 대합실 방향 휠체어리프트 탑승","4) 3Line  concourse direction 휠체어리프트 board"
"movements_translations_1.json","7) (B3) 3호선 남부터미널 방면 승강장으로 이동","7) (B3) Move to Line 3 남부터미널-bound platform"
"movements_translations_1.json","3) 교대 방면 엘리베이터 앞 표 내는 곳 통과","3) Gyodae  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","3) 방배 방면 엘리베이터 앞 표 내는 곳 통과","3) Bangbae  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","3) 낙성대 방면 엘리베이터 앞 표 내는 곳 통과","3) Nakseongdae  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","2) 승강장 내 엘리베이터 탑승","2) platform 내 elevator board"
"movements_translations_1.json","3) 사당 방면 엘리베이터 앞 표 내는 곳 통과","3) Sadang  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","3) 서울대입구 방면 엘리베이터 앞 표 내는 곳 통과","3) 서울대입구  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_1.json","4) 서울대입구 방면 엘리베이터 탑승","4) Take the elevator to 서울대입구 direction"
"movements_translations_1.json","5) (B2) 서울대입구 방면 승강장으로 이동","5) (B2) Move to the 서울대입구-bound platform"
"movements_translations_1.json","2) 고객안내센터 앞 엘리베이터를 이용하여 지하2층으로 이동","2) 고객안내센터 앞 elevator를 이용하여 B2to move"
"movements_translations_1.json","1) 2번 출입구 근처 엘리베이터 이용","1) 2번 exit near elevator 이용"
"movements_translations_1.json","6) 7-1칸(휠체어칸) 승차","6) 7-1칸(휠체어칸) board"
"movements_translations_1.json","6) 4-4칸(휠체어칸) 승차","6) 4-4칸(휠체어칸) board"
"movements_translations_1.json","4) 신림선 환승게이트 통과","4) Sillim선 환승게이트 pass through"
"movements_translations_2.json","5) 신림선 승강장 방향 엘리베이터 탑승","5) Sillim선 platform direction elevator board"
"movements_translations_2.json","6) (B3) 신림선 당곡 방면 승강장으로 이동","6) (B3) Sillim선 당곡  direction platformto move"
"movements_translations_2.json","6) (B3) 신림선 서원 방면 승강장으로 이동","6) (B3) Sillim선 서원  direction platformto move"
"movements_translations_2.json","1) (1F) 1번 출입구와 6번 출입구 사이 엘리베이터 탑승 ","1) (1F) 1번 exit와 6번 exit between elevator board "
"movements_translations_2.json","4) (2F) 신대방 방면 내부 엘리베이터 탑승 ","4) (2F) Sindaebang  direction 내부 elevator board "
"movements_translations_2.json","6) 탑승(휠체어칸)","6) board(휠체어칸)"
"movements_translations_2.json","4) (2F) 대림 방면 내부 엘리베이터 탑승 ","4) (2F) Daerim  direction 내부 elevator board "
"movements_translations_2.json","1) (1F) 2번 출입구와 3번 출입구 사이 엘리베이터 탑승 ","1) (1F) 2번 exit와 3번 exit between elevator board "
"movements_translations_2.json","2) (2F) 2,3번 출입구와 대합실 사이 연결통로 이동","2) (2F) 2,3번 exit와 concourse between 연결통로 move"
"movements_translations_2.json","1) (1F) 3번/4번 출입구 사이 엘리베이터 탑승","1) (1F) 3번/4번 exit between elevator board"
"movements_translations_2.json","1) (1F) 7번/8번 출입구 사이 엘리베이터 탑승","1) (1F) 7번/8번 exit between elevator board"
"movements_translations_2.json","3) 2F 대합실로 이동","3) 2F concourse로 move"
"movements_translations_2.json","4) 휠체어 비상게이트 이용해 외부로 나감","4) 휠체어 비상게이트 이용해 외부로 나감"
"movements_translations_2.json","5) 2F 8번출구 엘리베이터 탑승","5) 2F 8번출구 elevator board"
"movements_translations_2.json","6) 1F 외부로 이동","6) 1F 외부로 move"
"movements_translations_2.json","7) 직진 후 좌회전하여 7호선 10번출구로 이동(약 200m)","7) 직진 후 좌회전하여 7Line  10번출구로 move(약 200m)"
"movements_translations_2.json","9) B1 7호선 대합실로 이동","9) B1 7Line  concourse로 move"
"movements_translations_2.json","10) 휠체어 비상게이트 이용해 내부로 들어옴","10) 휠체어 비상게이트 이용해 내부로 들어옴"
"movements_translations_2.json","11) 7호선 신풍방면 엘리베이터 탑승","11) Take the elevator to Line 7 신풍 direction"
"movements_translations_2.json","12) B2 7호선 신풍방면 승강장으로 이동","12) B2 7Line  신풍 direction platformto move"
"movements_translations_2.json","11) 7호선 남구로방면 엘리베이터 탑승","11) Take the elevator to Line 7 남구로 direction"
"movements_translations_2.json","12) B2 7호선 남구로방면 승강장으로 이동","12) B2 7Line  남구로 direction platformto move"
"movements_translations_2.json","5) (B2) 문래 방면 승강장으로 이동","5) (B2) Move to the 문래-bound platform"
"movements_translations_2.json","4) 1번 출입구 방향, 1호선 환승 방향으로 이동","4) 1번 exit direction, 1Line  환승 directionto move"
"movements_translations_2.json","5) 도림천 방면 엘리베이터 탑승","5) Take the elevator to 도림천 direction"
"movements_translations_2.json","6) (B2) 도림천 방면 승강장으로 이동","6) (B2) Move to the 도림천-bound platform"
"movements_translations_2.json","5) 2호선 도림천 방면 엘리베이터 탑승","5) Take the elevator to Line 2 도림천 direction"
"movements_translations_2.json","6) (B2) 2호선 도림천 방면 승강장으로 이동","6) (B2) Move to Line 2 도림천-bound platform"
"movements_translations_2.json","1) (B2) 2호선 문래 방면 승강장 하차","1) (B2) Exit at Line 2 문래-bound platform"
"movements_translations_2.json","1) (B2) 2호선 지선 신도림 (종착역) 승강장 하차","1) (B2) 2Line  지선 Sindorim (종착역) platform exit"
"movements_translations_2.json","4) 2번/3번 출입구 방향으로 이동","4) 2번/3번 exit directionto move"
"movements_translations_2.json","5) 2호선 대림, 문래 방면 엘리베이터 탑승","5) 2Line  Daerim, 문래  direction elevator board"
"movements_translations_2.json","6) (B2) 2호선 문래 방면 승강장으로 이동","6) (B2) Move to Line 2 문래-bound platform"
"movements_translations_2.json","5) 1호선 영등포 방면 엘리베이터 탑승","5) Take the elevator to Line 1 영등포 direction"
"movements_translations_2.json","6) (1F) 1호선 영등포 방면 승강장으로 이동","6) (1F) Move to Line 1 영등포-bound platform"
"movements_translations_2.json","5) 1호선 구로 방면 엘리베이터 탑승","5) Take the elevator to Line 1 구로 direction"
"movements_translations_2.json","6) (1F) 1호선 구로 방면 승강장으로 이동","6) (1F) Move to Line 1 구로-bound platform"
"movements_translations_2.json","3) (1F) 1호선 영등포 방면 승강장으로 이동","3) (1F) Move to Line 1 영등포-bound platform"
"movements_translations_2.json","4) 1호선 구로 방면 엘리베이터 탑승","4) Take the elevator to Line 1 구로 direction"
"movements_translations_2.json","5) (1F) 1호선 구로 방면 승강장으로 이동","5) (1F) Move to Line 1 구로-bound platform"
"movements_translations_2.json","3) 신도림 방면 엘리베이터 앞 표 내는 곳 통과","3) Sindorim  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","3) 영등포구청 방면 엘리베이터 앞 표 내는 곳 통과","3) Yeongdeungpo-gu Office  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 문래 방면 엘리베이터 탑승","4) Take the elevator to 문래 direction"
"movements_translations_2.json","1) 문래방면 지하2층 엘리베이터 탑승","1) 문래 direction B2 elevator board"
"movements_translations_2.json","2) 문래방면 지하1층 엘리베이터 하차","2) 문래 direction B1 elevator exit"
"movements_translations_2.json","3) 2번출입구 지하1층 엘리베이터 탑승","3) 2번exit B1 elevator board"
"movements_translations_2.json","4) 2번출입구 지상1층 엘리베이터 하차","4) 2번exit 1F elevator exit"
"movements_translations_2.json","7) 영등포시장방면 지하4층 엘리베이터 탑승","7) 영등포시장 direction B4 elevator board"
"movements_translations_2.json","8) 영등포시장방면 지하5층 엘리베이터 하차","8) 영등포시장 direction B5 elevator exit"
"movements_translations_2.json","2) 9호선 환승 엘리베이터 탑승","2) 9Line  환승 elevator board"
"movements_translations_2.json","5(B3) 9호선 국회의사당 방면 승강장으로 이동","5(B3) 9Line  국회의Sadang  direction platformto move"
"movements_translations_2.json","5) (B3) 9호선 선유도 방면 승강장으로 이동","5) (B3) Move to Line 9 선유도-bound platform"
"movements_translations_2.json","5) (B3) 9호선 국회의사당 방면 승강장으로 이동","5) (B3) Move to Line 9 국회의Sadang-bound platform"
"movements_translations_2.json","1) (1F) 1번/2번 출입구 사이 엘리베이터 탑승","1) (1F) 1번/2번 exit between elevator board"
"movements_translations_2.json","3) 당산 방면 엘리베이터 앞 표 내는 곳 통과","3) Dangsan  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","3) 홍대입구 방면 엘리베이터 앞 표 내는 곳 통과","3) Hongik Univ.  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 엘리베이터 앞 표 내는 곳 통과","4) elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","5) 9/10번 출입구방향 환승 엘리베이터 탑승","5) 9/10번 exitdirection 환승 elevator board"
"movements_translations_2.json","6) (B4) 6호선 망원 방면 승강장으로 이동","6) (B4) Move to Line 6 망원-bound platform"
"movements_translations_2.json","7) 6호선 상수 방면 엘리베이터 탑승","7) Take the elevator to Line 6 상수 direction"
"movements_translations_2.json","8) (B4) 6호선 상수 방면 승강장으로 이동","8) (B4) Move to Line 6 상수-bound platform"
"movements_translations_2.json","4) 경의중앙선, 공항철도 환승통로로 이동","4) 경의Jungang선, 공항철도 환승통로로 move"
"movements_translations_2.json","6) (B2) 경의중앙선, 공항철도 환승통로로 이동","6) (B2) 경의Jungang선, 공항철도 환승통로로 move"
"movements_translations_2.json","7) 공항철도 대합실로 이동","7) 공항철도 concourse로 move"
"movements_translations_2.json","8) 경의중앙선 가좌 방면 엘리베이터 탑승","8) 경의Jungang선 가좌  direction elevator board"
"movements_translations_2.json","9) (B1) 경의중앙선 가좌 방면 승강장으로 이동","9) (B1) 경의Jungang선 가좌  direction platformto move"
"movements_translations_2.json","8) 경의중앙선 서강대 방면 엘리베이터 탑승","8) 경의Jungang선 서강대  direction elevator board"
"movements_translations_2.json","9) (B1) 경의중앙선 서강대 방면 승강장으로 이동","9) (B1) 경의Jungang선 서강대  direction platformto move"
"movements_translations_2.json","8) 공항철도 공덕 방면 엘리베이터 탑승","8) 공항철도 공덕  direction elevator board"
"movements_translations_2.json","9) (B4) 공항철도 공덕 방면 승강장으로 이동","9) (B4) 공항철도 공덕  direction platformto move"
"movements_translations_2.json","8) 공항철도 디지털미디어시티 방면 엘리베이터 탑승","8) 공항철도 디지털미디어시티  direction elevator board"
"movements_translations_2.json","9) (B4) 공항철도 디지털미디어시티 방면 승강장으로 이동","9) (B4) 공항철도 디지털미디어시티  direction platformto move"
"movements_translations_2.json","3) 이대 방면 엘리베이터 앞 표 내는 곳 통과","3) Ewha Womans Univ.  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","2) (B1) 경사로를 이용하여 대합실로 이동","2) (B1) 경사로를 이용하여 concourse로 move"
"movements_translations_2.json","4) 5호선 환승통로로 이동","4) 5Line  환승통로로 move"
"movements_translations_2.json","5) (B2) 5호선 대합실 내 엘리베이터 탑승","5) (B2) 5Line  concourse 내 elevator board"
"movements_translations_2.json","6) (B5) 5호선 애오개 방면 승강장으로 이동","6) (B5) Move to Line 5 애오개-bound platform"
"movements_translations_2.json","6) (B5) 5호선 서대문 방면 승강장으로 이동","6) (B5) Move to Line 5 서대문-bound platform"
"movements_translations_2.json","2) 신답 방면 엘리베이터 탑승 ","2) Take the elevator to 신답 direction "
"movements_translations_2.json","3) (2F) 신답 방면 승강장으로 이동","3) (2F) Move to the 신답-bound platform"
"movements_translations_2.json","5) 연결통로 방향 엘리베이터 탑승","5) 연결통로 direction elevator board"
"movements_translations_2.json","6) (3F) 연결통로로 이동","6) (3F) 연결통로로 move"
"movements_translations_2.json","2) 신답 방면 엘리베이터 탑승","2) Take the elevator to 신답 direction"
"movements_translations_2.json","3) 이동통로 방향 엘리베이터 탑승","3) move통로 direction elevator board"
"movements_translations_2.json","4) (2F) 이동통로로 이동","4) (2F) move통로로 move"
"movements_translations_2.json","5) 용답 방면 엘리베이터 탑승","5) Take the elevator to 용답 direction"
"movements_translations_2.json","6) (1F) 용답 방면 승강장으로 이동","6) (1F) Move to the 용답-bound platform"
"movements_translations_2.json","3) 용두 방면 승강장으로 이동","3) 용두  direction platformto move"
"movements_translations_2.json","4) 연결통로 방향 엘리베이터 탑승","4) 연결통로 direction elevator board"
"movements_translations_2.json","5) (B2) 연결통로로 이동","5) (B2) 연결통로로 move"
"movements_translations_2.json","6) 신답 방면 엘리베이터 탑승","6) Take the elevator to 신답 direction"
"movements_translations_2.json","7) (B1) 신답 방면 승강장으로 이동","7) (B1) Move to the 신답-bound platform"
"movements_translations_2.json","4) 신답 방면 승강장으로 이동","4) 신답  direction platformto move"
"movements_translations_2.json","1) (1F) 9번 출구 엘리베이터 뒤편 엘리베이터 탑승","1) (1F) 9번 출구 elevator 뒤편 elevator board"
"movements_translations_2.json","2) (B2) 표 찍는 곳 통과","2) (B2) 표 찍는 곳 pass through"
"movements_translations_2.json","3) (B2) 용두 방면 승강장 도착","3) (B2) 용두  direction platform 도착"
"movements_translations_2.json","1) 신설동 종착역 승강장","1) Sinseol-dong 종착역 platform"
"movements_translations_2.json","5) (1F) 역사 바깥으로 이동 (필요 시 직원 동행)","5) (1F) 역사 바깥to move (필요 시 직원 동행)"
"movements_translations_2.json","6) (1F) 2번/ 3번 출입구 사이 엘리베이터 탑승","6) (1F) 2번/ 3번 exit between elevator board"
"movements_translations_2.json","6) (1F) 4번/ 5번 출입구 사이 엘리베이터 탑승","6) (1F) 4번/ 5번 exit between elevator board"
"movements_translations_2.json","6) (1F) 1번, 12번 출입구 엘리베이터 탑승","6) (1F) 1번, 12번 exit elevator board"
"movements_translations_2.json","8) 우이신설선 승강장 방면 엘리베이터 탑승","8) 우이신설선 platform  direction elevator board"
"movements_translations_2.json","9) (B2) 우이신설선 승강장으로 이동","9) (B2) 우이신설선 platformto move"
"movements_translations_2.json","4) (B3) 양천구청 방면 승강장으로 이동","4) (B3) Move to the 양천구청-bound platform"
"movements_translations_2.json","4) 도림천 방면 엘리베이터 탑승","4) Take the elevator to 도림천 direction"
"movements_translations_2.json","5) (B2) 도림천 방면 승강장으로 이동","5) (B2) Move to the 도림천-bound platform"
"movements_translations_2.json","4) 신정네거리 방면 엘리베이터 탑승","4) Take the elevator to 신정네거리 direction"
"movements_translations_2.json","5) (B2) 신정네거리 방면 승강장으로 이동","5) (B2) Move to the 신정네거리-bound platform"
"movements_translations_2.json","3) 양천구청 방면 엘리베이터 앞 표 내는 곳 통과","3) 양천구청  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 양천구청 방면 엘리베이터 탑승","4) Take the elevator to 양천구청 direction"
"movements_translations_2.json","5) (B3) 양천구청 방면 승강장으로 이동","5) (B3) Move to the 양천구청-bound platform"
"movements_translations_2.json","3) 까치산 방면 엘리베이터 앞 표 내는 곳 통과","3) 까치산  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 까치산 방면 엘리베이터 탑승","4) Take the elevator to 까치산 direction"
"movements_translations_2.json","5) (B3) 까치산 방면 승강장으로 이동","5) (B3) Move to the 까치산-bound platform"
"movements_translations_2.json","2) 대합실 표 내는 곳 통과","2) concourse 표 내는 곳 pass through"
"movements_translations_2.json","4) (2F) 삼송 방면 승강장으로 이동","4) (2F) Move to the 삼송-bound platform"
"movements_translations_2.json","4) (2F) 구파발 방면 승강장으로 이동","4) (2F) Move to the 구파발-bound platform"
"movements_translations_2.json","5) (B2) 지축 방면 승강장으로 이동","5) (B2) Move to the 지축-bound platform"
"movements_translations_2.json","5) (B2) 연신내 방면 승강장으로 이동","5) (B2) Move to the 연Sinnae-bound platform"
"movements_translations_2.json","1) (1F) 6번출구 옆 엘리베이터 탑승","1) (1F) 6번출구 near elevator board"
"movements_translations_2.json","5) (B2) 구파발 방면 승강장으로 이동","5) (B2) Move to the 구파발-bound platform"
"movements_translations_2.json","5) (B2) 불광 방면 승강장으로 이동","5) (B2) Move to the 불광-bound platform"
"movements_translations_2.json","1) (B2) 3호선 구파발 방면 승강장 하차","1) (B2) Exit at Line 3 구파발-bound platform"
"movements_translations_2.json","4) 6호선 대합실로 이동","4) 6Line  concourse로 move"
"movements_translations_2.json","6) (B5) 6호선 구산 방면 승강장으로 이동","6) (B5) Move to Line 6 구산-bound platform"
"movements_translations_2.json","1) (B2) 3호선 불광 방면 승강장 하차","1) (B2) Exit at Line 3 불광-bound platform"
"movements_translations_2.json","3) 연신내 방면 엘리베이터 앞 표 내는 곳 통과","3) 연Sinnae  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 연신내 방면 엘리베이터 탑승","4) Take the elevator to 연Sinnae direction"
"movements_translations_2.json","3) 녹번 방면 엘리베이터 앞 표 내는 곳 통과","3) 녹번  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 녹번 방면 엘리베이터 탑승","4) Take the elevator to 녹번 direction"
"movements_translations_2.json","5) (B2) 녹번 방면 승강장으로 이동","5) (B2) Move to the 녹번-bound platform"
"movements_translations_2.json","3)  6호선 대합실 방향 엘리베이터 앞 표 내는 곳 통과 후 엘리베이터 탑승","3)  6Line  concourse direction elevator 앞 표 내는 곳 pass through 후 elevator board"
"movements_translations_2.json","5) 3호선 환승통로 방향 휠체어리프트 탑승","5) 3Line  환승통로 direction 휠체어리프트 board"
"movements_translations_2.json","6) (B2) 3호선 환승통로 이동","6) (B2) 3Line  환승통로 move"
"movements_translations_2.json","7) 연신내 방면 승강장으로 이동","7) 연Sinnae  direction platformto move"
"movements_translations_2.json","10) 녹번 방면 엘리베이터 앞 표내는 곳 통과 후 엘리베이터 탑승","10) 녹번  direction elevator 앞 표내는 곳 pass through 후 elevator board"
"movements_translations_2.json","11) (B2) 녹번 방면 승강장으로 이동","11) (B2) Move to the 녹번-bound platform"
"movements_translations_2.json","1) (B2) 3호선 연신내 방면 승강장 하차","1) (B2) Exit at Line 3 연Sinnae-bound platform"
"movements_translations_2.json","3) 6호선 대합실 방향 휠체어리프트 탑승","3) 6Line  concourse direction 휠체어리프트 board"
"movements_translations_2.json","6) (B4) 6호선 독바위 방면 승강장으로 이동","6) (B4) Move to Line 6 독바위-bound platform"
"movements_translations_2.json","1) (B2) 3호선 녹번 방면 승강장 하차","1) (B2) Exit at Line 3 녹번-bound platform"
"movements_translations_2.json","5) (B2) 홍제 방면 승강장으로 이동","5) (B2) Move to the 홍제-bound platform"
"movements_translations_2.json","5) (B2) 무악재 방면 승강장으로 이동","5) (B2) Move to the 무악재-bound platform"
"movements_translations_2.json","4) 홍제 방면 엘리베이터 탑승","4) Take the elevator to 홍제 direction"
"movements_translations_2.json","5) (B3) 홍제 방면 승강장으로 이동","5) (B3) Move to the 홍제-bound platform"
"movements_translations_2.json","4) 독립문 방면 엘리베이터 탑승","4) Take the elevator to 독립문 direction"
"movements_translations_2.json","5) (B3) 독립문 방면 승강장으로 이동","5) (B3) Move to the 독립문-bound platform"
"movements_translations_2.json","5) (B3) 무악재 방면 승강장으로 이동","5) (B3) Move to the 무악재-bound platform"
"movements_translations_2.json","5) (B3) 경복궁 방면 승강장으로 이동","5) (B3) Move to the 경복궁-bound platform"
"movements_translations_2.json","5) (B3) 안국 방면 승강장으로 이동","5) (B3) Move to the 안국-bound platform"
"movements_translations_2.json","1) (1F) 5,6번 출입구 사이 엘리베이터 탑승","1) (1F) 5,6번 exit between elevator board"
"movements_translations_2.json","5) (B4) 경복궁 방면 승강장으로 이동","5) (B4) Move to the 경복궁-bound platform"
"movements_translations_2.json","2) (B3) 표 내는 곳 통과 후 3호선 승강장 방향 엘리베이터 로 이동","2) (B3) Pass through the ticket gate 후 3Line  platform direction elevator 로 move"
"movements_translations_2.json","4) (B4) 안국 방면 승강장으로 이동","4) (B4) Move to the 안국-bound platform"
"movements_translations_2.json","4) (B4) 을지로 3가 방면 승강장으로 이동","4) (B4) 을지로 3가  direction platformto move"
"movements_translations_2.json","2) 2-1번 출입구 지하1층 엘리베이터 하차","2) 2-1번 exit B1 elevator exit"
"movements_translations_2.json","3) (B1) 1호선 종로3가(1)역 대합실로 이동","3) (B1) 1Line  Jongno 3-ga(1)역 concourse로 move"
"movements_translations_2.json","4) 1호선 종로3가(1)역 청량리방면 지하1층 엘리베이터 탑승","4) 1Line  Jongno 3-ga(1)역 Cheongnyangni direction B1 elevator board"
"movements_translations_2.json","5) 1호선 종로3가(1)역 청량리방면 지하2층 엘리베이터 하차","5) 1Line  Jongno 3-ga(1)역 Cheongnyangni direction B2 elevator exit"
"movements_translations_2.json","6) 환승통로 이동 3호선 종로3가(3)역 지하2층 엘리베이터 탑승","6) 환승통로 move 3Line  Jongno 3-ga(3)역 B2 elevator board"
"movements_translations_2.json","7) 지하4층 안국 방향 승강장 도착","7) B4 안국 direction platform 도착"
"movements_translations_2.json","7) 지하4층 을지로3가 방향 승강장 도착","7) B4 Euljiro 3-ga direction platform 도착"
"movements_translations_2.json","1) (B4) 3호선 안국 방면 승강장 하차","1) (B4) Exit at Line 3 안국-bound platform"
"movements_translations_2.json","3) (B2) 환승통로 이용하여 1호선 종로5가 방면 승강장으로 이동","3) (B2) 환승통로 이용하여 1Line  Jongno 5-ga  direction platformto move"
"movements_translations_2.json","3) (B2) 환승통로 이동","3) (B2) 환승통로 move"
"movements_translations_2.json","1) (B4) 3호선 을지로 3가 방면 승강장 하차","1) (B4) 3Line  을지로 3가  direction platform exit"
"movements_translations_2.json","7) (B5) 5호선 광화문 방면 승강장으로 이동","7) (B5) Move to Line 5 광화문-bound platform"
"movements_translations_2.json","5) (B3) 충무로 방면 승강장으로 이동","5) (B3) Move to the 충무로-bound platform"
"movements_translations_2.json","3) 환승통로 이동","3) 환승통로 move"
"movements_translations_2.json","6) (B3) 충무로 방면 승강장으로 이동","6) (B3) Move to the 충무로-bound platform"
"movements_translations_2.json","4) 2호선 환승통로로 이동","4) 2Line  환승통로로 move"
"movements_translations_2.json","1) (B3) 3호선 충무로 방면 승강장 하차","1) (B3) Exit at Line 3 충무로-bound platform"
"movements_translations_2.json","7) (B4) 동대입구 방면 승강장으로 이동","7) (B4) Move to the 동대입구-bound platform"
"movements_translations_2.json","2) 4호선 명동 방면 엘리베이터 탑승","2) Take the elevator to Line 4 명동 direction"
"movements_translations_2.json","3) (B3) 4호선 명동 방면 승강장으로 이동","3) (B3) Move to Line 4 명동-bound platform"
"movements_translations_2.json","1) (B4) 3호선 동대입구 방면 승강장 하차","1) (B4) Exit at Line 3 동대입구-bound platform"
"movements_translations_2.json","5) (B3) 약수 방면 승강장으로 이동","5) (B3) Move to the 약수-bound platform"
"movements_translations_2.json","5) (B2) 동대입구 방면 승강장으로 이동","5) (B2) Move to the 동대입구-bound platform"
"movements_translations_2.json","5) (B2) 금호 방면 승강장으로 이동","5) (B2) Move to the 금호-bound platform"
"movements_translations_2.json","1) (B2) 3호선 동대입구 방면 승강장 하차","1) (B2) Exit at Line 3 동대입구-bound platform"
"movements_translations_2.json","4) 9번 출입구 방향 표 내는 곳 통과","4) 9번 exit direction 표 내는 곳 pass through"
"movements_translations_2.json","5) 6호선 환승 엘리베이터 탑승","5) 6Line  환승 elevator board"
"movements_translations_2.json","6) 6호선 대합실로 이동","6) 6Line  concourse로 move"
"movements_translations_2.json","8) (B3) 6호선 버티고개 방면 승강장으로 이동","8) (B3) Move to Line 6 버티고개-bound platform"
"movements_translations_2.json","10) 6호선 청구 방면 엘리베이터 탑승","10) Take the elevator to Line 6 청구 direction"
"movements_translations_2.json","11) (B3) 6호선 청구 방면 승강장으로 이동","11) (B3) Move to Line 6 청구-bound platform"
"movements_translations_2.json","1) (B2) 3호선 금호 방면 승강장 하차","1) (B2) Exit at Line 3 금호-bound platform"
"movements_translations_2.json","5) (B2) 약수 방면 승강장으로 이동","5) (B2) Move to the 약수-bound platform"
"movements_translations_2.json","5) (B2) 옥수 방면 승강장으로 이동","5) (B2) Move to the 옥수-bound platform"
"movements_translations_2.json","3) 3번/4번 출입구 방향 표 내는 곳 통과","3) 3번/4번 exit direction 표 내는 곳 pass through"
"movements_translations_2.json","4) 금호 방면 엘리베이터 탑승","4) Take the elevator to 금호 direction"
"movements_translations_2.json","5) (4F) 금호 방면 승강장으로 이동","5) (4F) Move to the 금호-bound platform"
"movements_translations_2.json","1) (4F) 3호선 금호 방면 승강장 하차","1) (4F) Exit at Line 3 금호-bound platform"
"movements_translations_2.json","4) 경의중앙선 환승통로로 이동","4) 경의Jungang선 환승통로로 move"
"movements_translations_2.json","5) 경의중앙선 한남 방면 엘리베이터 탑승","5) 경의Jungang선 한남  direction elevator board"
"movements_translations_2.json","6) (1F) 경의중앙선 한남 방면 승강장으로 이동","6) (1F) 경의Jungang선 한남  direction platformto move"
"movements_translations_2.json","5) 경의중앙선 응봉 방면 엘리베이터 탑승","5) 경의Jungang선 응봉  direction elevator board"
"movements_translations_2.json","6) (1F) 경의중앙선 응봉 방면 승강장으로 이동","6) (1F) 경의Jungang선 응봉  direction platformto move"
"movements_translations_2.json","3) 옥수 방면 엘리베이터 앞 표 내는 곳 통과","3) 옥수  direction elevator 앞 표 내는 곳 pass through"
"movements_translations_2.json","4) 옥수 방면 엘리베이터 탑승","4) Take the elevator to 옥수 direction"
